0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,1.425,11.5,5.711,8.061,0.565,14.085,9.96,0.911,60.204,0.623,0.271,0.55,0.057,0.057,0.708,0.657,45.343,4.761
4,1.363,13.5,5.758,6.849,0.711,8.262,5.842,0.93,61.108,0.622,0.25,0.571,0.024,0.024,0.845,0.857,15.429,2.777
4,1.379,7.357,3.547,5.341,0.646,9.267,6.552,0.918,54.661,0.626,0.271,0.419,0.116,0.116,0.76,0.714,17.857,2.988
4,1.355,9.174,3.982,6.784,0.564,11.586,8.192,0.905,52.286,0.687,0.31,0.497,0.066,0.066,0.666,0.733,48.4,4.919
4,1.356,8.394,3.681,6.411,0.537,13.108,9.269,0.903,53.501,0.641,0.291,0.55,0.063,0.063,0.647,0.676,50.676,5.034
4,1.401,11.095,5.272,7.648,0.627,13.527,9.565,0.924,68.942,0.693,0.316,0.536,0.056,0.056,0.715,0.775,61.186,5.531
4,1.273,13.833,4.827,5.59,0.47,10.486,7.415,0.878,39.403,0.604,0.392,0.452,0.1,0.1,0.588,0.568,38.042,4.361
4,1.426,8.0,4.358,5.927,0.676,8.97,6.343,0.924,58.361,0.693,0.328,0.5,0.098,0.098,0.721,0.725,21.025,3.242
4,1.38,10.083,4.628,6.582,0.793,8.727,6.171,0.952,90.015,0.612,0.338,0.514,0.027,0.027,0.905,0.92,21.16,3.253
4,1.436,10.577,5.484,8.835,0.647,10.734,7.59,0.923,61.728,0.662,0.346,0.522,0.071,0.071,0.709,0.714,32.143,4.009
4,1.453,10.636,5.703,8.602,0.752,8.136,5.753,0.94,70.379,0.684,0.313,0.525,0.063,0.063,0.775,0.68,11.56,2.404
4,1.396,12.827,5.887,7.566,0.405,15.228,10.768,0.875,44.646,0.622,0.254,0.553,0.06,0.06,0.546,0.583,75.785,6.156
4,1.338,10.438,4.273,7.326,0.623,11.381,8.048,0.919,60.154,0.629,0.333,0.552,0.029,0.029,0.733,0.686,32.914,4.057
4,1.392,9.829,4.674,7.531,0.622,11.538,8.159,0.919,60.661,0.674,0.31,0.552,0.056,0.056,0.741,0.653,30.681,3.917
4,1.446,11.65,6.02,8.697,0.644,9.827,6.949,0.919,57.008,0.648,0.232,0.563,0.033,0.033,0.762,0.8,22.4,3.347
4,1.308,11.9,4.487,6.127,0.521,9.844,6.961,0.889,41.885,0.644,0.322,0.443,0.1,0.1,0.609,0.541,21.622,3.288
4,1.333,15.4,6.149,7.134,0.641,9.738,6.886,0.918,56.091,0.619,0.357,0.476,0.084,0.084,0.734,0.765,29.824,3.862
4,1.374,11.35,5.055,7.403,0.617,9.292,6.571,0.911,50.526,0.67,0.237,0.671,0.026,0.026,0.704,0.806,23.361,3.418
4,1.443,11.452,5.902,6.986,0.572,12.539,8.866,0.909,56.427,0.613,0.376,0.427,0.075,0.075,0.732,0.631,44.144,4.698
4,1.412,10.51,5.174,7.088,0.527,16.748,11.843,0.907,61.55,0.605,0.33,0.498,0.089,0.089,0.723,0.622,77.736,6.234
4,1.352,8.8,3.799,5.439,0.636,5.97,4.221,0.899,35.85,0.557,0.327,0.449,0.0,0.0,0.755,0.75,9.0,2.121
4,1.289,22.8,8.518,8.305,0.684,7.305,5.166,0.92,50.017,0.623,0.282,0.606,0.042,0.042,0.775,0.85,14.45,2.688
4,1.487,12.655,6.893,8.839,0.56,14.783,10.453,0.912,61.455,0.648,0.31,0.51,0.067,0.067,0.69,0.686,65.829,5.737
4,1.317,7.341,2.818,4.183,0.534,13.813,9.767,0.904,55.139,0.608,0.36,0.453,0.084,0.084,0.682,0.589,50.658,5.033
4,1.298,14.722,5.469,6.11,0.649,10.566,7.471,0.923,61.302,0.604,0.313,0.575,0.037,0.037,0.781,0.68,23.12,3.4
4,1.463,11.745,6.252,8.716,0.557,14.164,10.015,0.91,59.255,0.67,0.249,0.566,0.076,0.076,0.684,0.657,46.676,4.831
4,1.419,9.429,4.834,7.101,0.616,8.67,6.131,0.908,47.659,0.626,0.323,0.492,0.056,0.056,0.694,0.7,19.6,3.13
4,1.157,6.068,0.433,2.729,0.625,10.22,7.227,0.916,55.82,0.644,0.355,0.459,0.047,0.047,0.727,0.689,28.918,3.803
4,1.211,5.781,0.952,2.486,0.643,8.749,6.187,0.915,51.764,0.638,0.347,0.492,0.085,0.085,0.729,0.732,21.951,3.313
5,1.485,10.795,6.138,9.384,0.563,11.551,8.168,0.905,52.038,0.644,0.292,0.469,0.144,0.144,0.668,0.709,39.696,4.455
4,1.474,10.732,5.991,8.116,0.572,14.032,9.922,0.913,61.14,0.654,0.318,0.491,0.076,0.076,0.687,0.688,59.168,5.439
4,1.386,8.25,3.978,6.222,0.595,11.337,8.017,0.912,55.658,0.658,0.335,0.481,0.075,0.075,0.715,0.725,42.05,4.585
5,1.559,10.65,6.956,9.818,0.624,9.113,6.444,0.912,50.782,0.7,0.295,0.557,0.034,0.034,0.678,0.75,24.75,3.518
4,1.34,9.703,4.004,7.06,0.588,11.136,7.874,0.91,53.893,0.666,0.251,0.552,0.033,0.033,0.661,0.717,30.817,3.925
4,1.315,8.111,3.091,4.629,0.767,6.554,4.635,0.938,61.12,0.685,0.36,0.48,0.12,0.12,0.82,0.833,12.5,2.5
4,1.261,6.455,1.802,2.956,0.634,7.553,5.341,0.908,44.402,0.634,0.411,0.4,0.133,0.133,0.744,0.568,11.919,2.441
4,1.52,13.556,7.629,9.139,0.636,15.71,11.108,0.929,78.535,0.639,0.182,0.679,0.028,0.028,0.815,0.845,50.704,5.035
4,1.354,12.0,5.069,6.611,0.764,9.167,6.482,0.946,82.034,0.639,0.261,0.543,0.098,0.098,0.859,0.875,18.375,3.031
4,1.374,9.406,4.296,6.898,0.492,12.522,8.854,0.89,46.797,0.627,0.344,0.499,0.054,0.054,0.619,0.65,59.15,5.438
4,1.42,11.153,5.514,7.745,0.573,17.636,12.47,0.919,71.16,0.67,0.291,0.507,0.068,0.068,0.718,0.622,71.486,5.979
4,1.412,13.6,6.373,8.036,0.743,8.661,6.124,0.939,71.586,0.64,0.241,0.483,0.092,0.092,0.885,0.952,19.048,3.086
4,1.401,12.783,5.931,7.127,0.558,9.565,6.763,0.897,44.557,0.626,0.277,0.571,0.038,0.038,0.62,0.725,26.843,3.664
4,1.448,14.0,6.957,9.068,0.567,12.189,8.619,0.908,54.664,0.634,0.229,0.621,0.031,0.031,0.724,0.731,35.836,4.233
4,1.4,12.907,5.964,7.565,0.512,12.055,8.524,0.894,47.629,0.627,0.345,0.48,0.057,0.057,0.626,0.558,37.408,4.325
4,1.381,18.0,7.725,8.108,0.786,8.82,6.236,0.95,87.556,0.627,0.266,0.582,0.051,0.051,0.873,1.0,21.0,3.24
4,1.409,19.583,8.668,10.517,0.613,9.394,6.642,0.91,50.43,0.638,0.24,0.6,0.053,0.053,0.733,0.806,23.361,3.418
4,1.272,10.917,3.68,4.845,0.478,9.483,6.706,0.877,37.187,0.593,0.369,0.348,0.112,0.112,0.614,0.523,23.547,3.431
4,1.385,14.282,6.328,7.63,0.389,15.901,11.244,0.873,44.43,0.616,0.243,0.573,0.065,0.065,0.543,0.524,68.644,5.858
4,1.47,9.171,5.338,7.43,0.589,10.549,7.459,0.908,51.871,0.617,0.288,0.606,0.066,0.066,0.667,0.702,28.07,3.746
4,1.363,12.042,5.193,6.166,0.588,10.0,7.071,0.906,49.708,0.585,0.396,0.373,0.077,0.077,0.698,0.642,27.597,3.715
4,1.217,6.421,1.277,2.779,0.586,9.155,6.473,0.903,46.095,0.631,0.396,0.5,0.052,0.052,0.708,0.639,24.934,3.531
4,1.519,15.485,8.368,9.632,0.577,13.05,9.228,0.912,58.868,0.595,0.247,0.655,0.033,0.033,0.73,0.733,40.333,4.491
4,1.406,9.333,4.644,7.583,0.647,9.688,6.851,0.92,56.949,0.652,0.24,0.555,0.048,0.048,0.753,0.771,20.829,3.227
4,1.384,8.282,3.97,6.263,0.588,10.572,7.475,0.908,51.884,0.659,0.338,0.502,0.066,0.066,0.7,0.625,28.125,3.75
4,1.469,12.308,6.541,9.486,0.813,10.277,7.267,0.959,114.106,0.669,0.178,0.645,0.037,0.037,0.907,0.895,15.211,2.758
4,1.493,13.162,7.158,8.889,0.501,11.057,7.818,0.888,43.726,0.645,0.306,0.519,0.08,0.08,0.627,0.646,40.042,4.474
4,1.379,9.026,4.203,6.429,0.612,11.339,8.018,0.916,58.276,0.638,0.388,0.384,0.119,0.119,0.781,0.729,45.224,4.755
4,1.504,13.3,7.341,7.819,0.722,8.324,5.886,0.933,63.906,0.624,0.373,0.434,0.096,0.096,0.843,0.774,18.581,3.048
4,1.343,8.375,3.527,6.4,0.761,6.231,4.406,0.935,56.655,0.582,0.333,0.641,0.026,0.026,0.821,0.923,11.077,2.353
4,1.297,10.895,3.965,5.636,0.553,11.255,7.958,0.902,49.862,0.64,0.332,0.494,0.083,0.083,0.672,0.705,43.682,4.673
4,1.392,9.636,4.588,7.949,0.608,8.86,6.265,0.907,47.542,0.698,0.291,0.507,0.061,0.061,0.669,0.721,22.349,3.343
4,1.389,9.0,4.309,6.021,0.833,3.536,2.5,0.937,40.223,0.5,0.222,0.667,0.111,0.111,1.0,1.0,2.0,1.0
5,1.514,7.542,5.214,8.792,0.724,9.737,6.885,0.938,73.516,0.669,0.298,0.579,0.05,0.05,0.826,0.75,20.25,3.182
4,1.376,11.5,5.129,7.048,0.562,10.087,7.132,0.9,46.913,0.637,0.346,0.463,0.063,0.063,0.629,0.676,32.451,4.028
5,1.538,11.478,7.033,10.684,0.549,12.621,8.924,0.904,53.649,0.678,0.296,0.525,0.047,0.047,0.668,0.632,42.349,4.602
5,1.446,9.308,5.106,9.15,0.81,8.909,6.3,0.956,99.714,0.711,0.326,0.5,0.047,0.047,0.884,0.821,18.893,3.074
4,1.316,7.031,2.676,5.286,0.604,9.067,6.411,0.907,47.938,0.658,0.351,0.486,0.047,0.047,0.676,0.596,18.481,3.04
4,1.303,15.2,5.709,6.188,0.636,9.603,6.79,0.917,54.722,0.588,0.351,0.552,0.045,0.045,0.754,0.66,20.447,3.197
4,1.308,9.844,3.683,5.373,0.587,10.424,7.371,0.907,51.205,0.622,0.337,0.536,0.041,0.041,0.719,0.621,25.47,3.569
4,1.47,17.684,8.656,8.55,0.61,11.184,7.908,0.915,57.345,0.628,0.289,0.45,0.128,0.128,0.749,0.77,36.213,4.255
4,1.442,20.385,9.37,9.153,0.645,10.504,7.428,0.921,60.349,0.657,0.247,0.506,0.092,0.092,0.764,0.721,22.349,3.343
4,1.353,9.308,4.001,5.815,0.579,11.022,7.794,0.907,52.242,0.667,0.355,0.483,0.07,0.07,0.653,0.64,35.174,4.194
4,1.39,12.806,5.812,8.369,0.625,12.447,8.801,0.921,64.607,0.622,0.316,0.502,0.073,0.073,0.777,0.833,54.167,5.204
4,1.348,13.2,5.47,8.251,0.705,8.095,5.724,0.928,58.665,0.659,0.241,0.586,0.08,0.08,0.782,0.857,15.429,2.777
4,1.306,11.88,4.459,6.114,0.579,9.98,7.057,0.904,48.508,0.63,0.417,0.401,0.096,0.096,0.679,0.654,33.346,4.083
4,1.492,15.917,8.225,8.809,0.654,9.045,6.396,0.919,54.988,0.613,0.282,0.581,0.077,0.077,0.761,1.0,33.0,4.062
4,1.332,11.452,4.598,6.151,0.561,10.562,7.468,0.901,48.408,0.676,0.329,0.529,0.075,0.075,0.662,0.722,41.127,4.535
4,1.323,11.286,4.42,7.076,0.722,9.069,6.413,0.936,68.725,0.696,0.3,0.582,0.027,0.027,0.827,0.879,25.485,3.57
4,1.301,19.222,7.253,7.399,0.688,9.047,6.397,0.927,61.042,0.665,0.235,0.617,0.035,0.035,0.774,0.889,21.333,3.266
4,1.51,7.286,5.067,7.709,0.745,7.525,5.321,0.936,63.741,0.686,0.314,0.471,0.086,0.086,0.814,0.773,13.136,2.563
4,1.356,14.6,6.107,7.55,0.712,8.607,6.086,0.932,63.589,0.63,0.359,0.511,0.087,0.087,0.815,0.788,20.485,3.2
4,1.413,10.56,5.2,7.099,0.614,9.97,7.05,0.912,53.002,0.663,0.371,0.446,0.04,0.04,0.686,0.662,28.446,3.771
4,1.226,5.542,1.033,2.269,0.602,6.937,4.905,0.896,37.776,0.632,0.417,0.417,0.048,0.048,0.643,0.543,10.314,2.271
4,1.432,12.0,5.985,8.788,0.682,7.833,5.539,0.922,52.869,0.644,0.318,0.471,0.047,0.047,0.8,1.0,27.0,3.674
3,1.208,15.154,4.576,4.368,0.629,8.835,6.247,0.912,50.192,0.584,0.4,0.417,0.078,0.078,0.774,0.761,26.63,3.649
4,1.418,11.738,5.715,7.934,0.574,15.36,10.861,0.916,65.257,0.663,0.301,0.533,0.078,0.078,0.695,0.678,65.797,5.736
4,1.394,13.2,6.006,6.856,0.659,7.572,5.354,0.915,47.84,0.583,0.312,0.494,0.039,0.039,0.792,0.833,16.667,2.887
4,1.323,10.198,3.998,6.599,0.481,16.543,11.698,0.897,54.985,0.661,0.276,0.577,0.06,0.06,0.588,0.523,59.116,5.437
4,1.373,14.946,6.435,7.657,0.57,13.395,9.472,0.911,58.801,0.633,0.243,0.549,0.074,0.074,0.7,0.753,48.188,4.909
5,1.4,5.0,2.88,7.296,1.0,2.236,1.581,1.0,25902.904,1.0,0.4,0.6,0.0,0.0,1.0,1.0,2.0,1.0
5,1.41,8.714,4.445,9.023,0.656,7.243,5.121,0.912,45.503,0.697,0.247,0.6,0.035,0.035,0.718,0.571,6.857,1.852
4,1.437,13.325,6.565,8.664,0.593,13.687,9.679,0.917,63.37,0.649,0.312,0.491,0.075,0.075,0.711,0.657,46.676,4.831
4,1.438,11.569,5.885,8.844,0.561,15.389,10.881,0.913,63.251,0.656,0.278,0.489,0.061,0.061,0.714,0.62,52.737,5.135
4,1.424,13.135,6.334,8.319,0.545,12.021,8.5,0.902,51.335,0.634,0.273,0.519,0.081,0.081,0.679,0.714,42.857,4.629
5,1.509,15.655,8.319,10.308,0.533,11.358,8.031,0.897,47.887,0.621,0.266,0.596,0.039,0.039,0.635,0.6,27.0,3.674
4,1.261,5.667,1.494,3.641,0.664,7.242,5.121,0.914,46.603,0.664,0.291,0.494,0.038,0.038,0.759,0.609,8.522,2.064
4,1.247,8.3,2.361,3.929,0.663,8.538,6.037,0.92,53.692,0.584,0.371,0.474,0.072,0.072,0.794,0.778,21.778,3.3
4,1.224,7.733,1.871,3.654,0.707,7.614,5.384,0.927,55.984,0.629,0.247,0.63,0.041,0.041,0.836,0.833,12.5,2.5
4,1.518,9.884,6.173,8.422,0.624,12.854,9.089,0.922,65.91,0.654,0.317,0.507,0.054,0.054,0.73,0.75,49.5,4.975
4,1.404,11.968,5.648,8.619,0.601,11.578,8.187,0.914,57.438,0.644,0.31,0.523,0.067,0.067,0.703,0.743,40.878,4.521
4,1.319,16.875,6.55,7.866,0.77,8.951,6.329,0.947,82.682,0.615,0.349,0.494,0.072,0.072,0.892,0.931,25.138,3.545
4,1.363,10.667,4.648,6.767,0.579,12.689,8.972,0.912,57.986,0.656,0.26,0.495,0.092,0.092,0.689,0.634,32.976,4.061
4,1.513,13.595,7.567,9.092,0.522,12.471,8.818,0.898,49.911,0.623,0.242,0.646,0.037,0.037,0.669,0.721,44.698,4.727
4,1.478,8.364,5.115,7.12,0.522,10.009,7.077,0.89,42.487,0.649,0.372,0.485,0.054,0.054,0.603,0.607,32.764,4.047
3,1.101,6.583,-0.028,1.741,0.608,5.4,3.819,0.886,30.078,0.684,0.389,0.352,0.13,0.13,0.593,0.476,4.762,1.543
4,1.366,7.75,3.556,6.365,0.684,14.256,10.081,0.938,85.467,0.657,0.253,0.611,0.046,0.046,0.828,0.764,42.014,4.583
4,1.321,8.154,3.175,6.154,0.84,8.644,6.113,0.963,115.261,0.67,0.296,0.577,0.056,0.056,0.901,0.857,15.429,2.777
4,1.377,14.63,6.367,9.144,0.613,12.176,8.61,0.918,61.493,0.646,0.357,0.518,0.039,0.039,0.71,0.681,42.242,4.596
4,1.235,6.286,1.433,3.206,0.689,7.921,5.601,0.924,54.707,0.652,0.349,0.5,0.023,0.023,0.814,0.8,19.2,3.098
5,1.513,12.839,7.265,10.369,0.553,11.028,7.798,0.901,49.072,0.623,0.306,0.556,0.044,0.044,0.653,0.789,47.368,4.867
4,1.444,11.836,6.065,8.322,0.519,13.247,9.367,0.899,51.731,0.637,0.287,0.554,0.039,0.039,0.627,0.605,43.563,4.667
4,1.301,7.469,2.678,5.067,0.546,11.938,8.441,0.902,51.172,0.638,0.308,0.521,0.072,0.072,0.643,0.681,43.574,4.668
4,1.45,9.091,5.065,7.756,0.7,9.899,7.0,0.933,68.465,0.685,0.307,0.482,0.073,0.073,0.781,0.738,22.881,3.382
4,1.295,8.0,2.816,3.835,0.653,8.668,6.13,0.918,52.906,0.591,0.317,0.49,0.058,0.058,0.798,0.697,16.03,2.831
4,1.356,10.1,4.355,6.628,0.723,7.264,5.136,0.93,56.699,0.723,0.205,0.658,0.0,0.0,0.822,0.6,5.4,1.643
4,1.304,8.625,3.165,6.355,0.571,10.606,7.5,0.904,49.813,0.675,0.296,0.575,0.03,0.03,0.631,0.739,37.696,4.341
4,1.436,12.326,6.16,8.277,0.525,12.076,8.539,0.897,49.081,0.64,0.313,0.525,0.065,0.065,0.646,0.651,44.915,4.739
5,1.532,8.556,5.83,9.003,0.831,7.293,5.157,0.957,93.533,0.701,0.296,0.537,0.019,0.019,0.889,0.875,12.25,2.475
4,1.451,11.6,6.058,8.121,0.626,11.686,8.263,0.92,61.989,0.635,0.344,0.484,0.063,0.063,0.778,0.724,39.803,4.461
4,1.376,11.486,5.122,7.385,0.575,11.521,8.147,0.908,53.462,0.609,0.29,0.559,0.045,0.045,0.722,0.732,38.085,4.364
4,1.415,11.14,5.457,6.763,0.593,12.976,9.176,0.915,61.047,0.647,0.31,0.484,0.065,0.065,0.703,0.708,48.167,4.907
4,1.445,11.522,5.958,7.773,0.534,12.293,8.692,0.9,50.796,0.634,0.283,0.539,0.077,0.077,0.67,0.632,37.895,4.353
4,1.375,11.429,5.092,7.731,0.769,9.724,6.876,0.948,88.053,0.637,0.373,0.422,0.088,0.088,0.853,0.868,28.658,3.785
4,1.379,12.429,5.533,7.217,0.69,9.097,6.433,0.928,61.685,0.678,0.339,0.415,0.068,0.068,0.746,0.875,30.625,3.913
4,1.224,7.0,1.589,4.189,0.721,8.743,6.182,0.934,66.508,0.667,0.316,0.52,0.071,0.071,0.704,0.677,14.226,2.667
4,1.366,12.1,5.244,7.025,0.612,13.455,9.514,0.92,65.85,0.572,0.365,0.48,0.083,0.083,0.809,0.782,61.792,5.558
4,1.363,10.298,4.508,6.136,0.557,13.497,9.544,0.908,57.299,0.654,0.292,0.539,0.078,0.078,0.667,0.652,47.58,4.878
4,1.413,11.292,5.491,8.109,0.565,13.144,9.294,0.909,57.304,0.675,0.342,0.475,0.09,0.09,0.658,0.56,39.2,4.427
4,1.392,12.317,5.64,8.095,0.547,12.282,8.685,0.903,52.286,0.646,0.298,0.534,0.043,0.043,0.663,0.619,37.113,4.308
4,1.483,13.963,7.352,9.551,0.511,14.021,9.914,0.899,52.728,0.627,0.273,0.55,0.042,0.042,0.647,0.674,58.674,5.416
4,1.343,12.949,5.302,6.985,0.606,13.617,9.629,0.92,65.392,0.626,0.25,0.557,0.079,0.079,0.728,0.734,42.582,4.614
4,1.358,10.538,4.54,5.585,0.628,7.347,5.195,0.905,42.611,0.613,0.345,0.488,0.012,0.012,0.762,0.69,13.793,2.626
4,1.462,7.58,4.615,7.076,0.683,13.304,9.407,0.936,81.108,0.686,0.208,0.658,0.046,0.046,0.815,0.704,26.741,3.657
4,1.192,8.045,1.614,4.007,0.605,8.043,5.687,0.903,43.383,0.644,0.351,0.5,0.044,0.044,0.702,0.425,7.225,1.901
4,1.274,7.292,2.29,4.98,0.646,8.542,6.04,0.915,51.093,0.629,0.391,0.455,0.055,0.055,0.736,0.767,25.326,3.558
4,1.545,12.0,7.319,8.203,0.699,8.727,6.171,0.929,61.39,0.622,0.278,0.567,0.031,0.031,0.773,0.889,21.333,3.266
4,1.394,15.105,6.747,7.535,0.61,10.33,7.304,0.913,53.922,0.62,0.343,0.5,0.051,0.051,0.691,0.639,24.934,3.531
4,1.413,9.571,4.815,6.898,0.672,9.522,6.733,0.925,60.452,0.617,0.363,0.427,0.089,0.089,0.742,0.711,22.756,3.373
4,1.449,15.875,7.697,7.423,0.717,8.075,5.71,0.931,61.045,0.583,0.23,0.662,0.0,0.0,0.824,0.882,13.235,2.572
4,1.317,11.74,4.528,6.556,0.535,12.96,9.164,0.902,52.835,0.646,0.277,0.517,0.071,0.071,0.657,0.733,56.467,5.314
5,1.36,9.889,4.309,9.483,0.685,6.466,4.572,0.916,44.735,0.607,0.315,0.519,0.037,0.037,0.796,0.824,11.529,2.401
4,1.276,13.515,4.735,6.357,0.504,10.654,7.534,0.888,42.872,0.605,0.356,0.459,0.085,0.085,0.637,0.729,51.042,5.052
4,1.375,7.259,3.466,5.574,0.526,10.405,7.357,0.892,44.12,0.673,0.436,0.42,0.072,0.072,0.591,0.522,31.304,3.956
4,1.321,12.457,4.857,6.012,0.516,10.776,7.619,0.891,44.342,0.589,0.362,0.447,0.074,0.074,0.665,0.57,30.204,3.886
4,1.396,21.2,9.153,9.282,0.698,7.188,5.082,0.923,51.548,0.689,0.205,0.699,0.041,0.041,0.795,0.8,9.6,2.191
4,1.327,10.136,4.026,6.415,0.567,11.98,8.471,0.907,54.007,0.617,0.313,0.498,0.084,0.084,0.702,0.663,37.779,4.346
4,1.439,11.389,5.832,8.194,0.573,11.606,8.207,0.907,53.555,0.656,0.245,0.565,0.045,0.045,0.699,0.636,26.727,3.656
4,1.341,6.429,2.738,3.61,0.667,7.746,5.477,0.917,49.938,0.593,0.35,0.537,0.037,0.037,0.713,0.643,11.571,2.405
4,1.401,12.783,5.931,7.127,0.558,9.565,6.763,0.897,44.557,0.626,0.277,0.571,0.038,0.038,0.62,0.725,26.843,3.664
4,1.349,13.0,5.4,6.818,0.686,8.923,6.31,0.927,60.048,0.604,0.294,0.578,0.049,0.049,0.824,0.9,24.3,3.486
4,1.374,11.9,5.264,6.799,0.517,13.809,9.765,0.9,52.929,0.644,0.291,0.539,0.072,0.072,0.633,0.627,52.657,5.131
4,1.396,9.579,4.614,6.833,0.659,8.895,6.29,0.92,55.028,0.632,0.296,0.591,0.026,0.026,0.748,0.824,23.059,3.395
4,1.32,12.227,4.751,5.655,0.569,9.329,6.596,0.899,44.846,0.595,0.325,0.5,0.094,0.094,0.669,0.692,24.923,3.53
4,1.352,14.766,6.117,7.539,0.621,16.361,11.569,0.927,77.247,0.622,0.294,0.546,0.03,0.03,0.817,0.764,74.087,6.086
4,1.468,11.607,6.256,8.434,0.597,10.761,7.609,0.911,53.783,0.677,0.327,0.527,0.059,0.059,0.7,0.681,33.347,4.083
4,1.397,11.658,5.445,7.407,0.573,12.068,8.533,0.909,55.124,0.625,0.325,0.531,0.058,0.058,0.729,0.656,38.678,4.398
4,1.413,9.432,4.757,7.171,0.544,10.17,7.192,0.896,45.278,0.673,0.294,0.519,0.06,0.06,0.6,0.667,30.667,3.916
4,1.401,11.933,5.594,7.804,0.508,13.603,9.619,0.897,51.404,0.662,0.342,0.443,0.095,0.095,0.624,0.599,58.08,5.389
4,1.42,11.3,5.577,6.765,0.597,12.7,8.98,0.916,60.828,0.648,0.307,0.474,0.072,0.072,0.706,0.7,44.1,4.696
4,1.342,12.333,5.06,6.483,0.748,7.878,5.571,0.938,67.172,0.64,0.268,0.592,0.014,0.014,0.887,0.895,15.211,2.758
4,1.237,15.5,5.046,5.894,0.529,11.408,8.067,0.896,47.602,0.624,0.338,0.407,0.1,0.1,0.638,0.602,35.52,4.214
4,1.397,19.5,8.505,8.531,0.568,8.694,6.148,0.896,42.33,0.624,0.281,0.548,0.041,0.041,0.685,0.756,23.439,3.423
4,1.439,10.296,5.404,8.101,0.626,10.436,7.379,0.917,56.803,0.651,0.331,0.525,0.066,0.066,0.707,0.717,30.817,3.925
4,1.46,11.641,6.182,8.476,0.573,12.202,8.628,0.909,55.472,0.621,0.312,0.539,0.067,0.067,0.716,0.716,45.102,4.749
5,1.417,8.0,4.247,9.098,0.958,4.695,3.32,0.987,231.001,0.708,0.118,0.765,0.0,0.0,1.0,1.0,2.0,1.0
4,1.476,16.8,8.381,8.412,0.798,7.31,5.169,0.949,78.185,0.69,0.241,0.569,0.052,0.052,0.845,0.786,8.643,2.079
4,1.429,12.68,6.218,9.255,0.603,10.728,7.586,0.912,54.451,0.656,0.322,0.471,0.058,0.058,0.74,0.687,31.582,3.974
4,1.366,13.909,5.953,8.367,0.778,9.621,6.803,0.95,90.882,0.654,0.32,0.5,0.05,0.05,0.9,0.938,28.125,3.75
4,1.367,11.308,4.955,8.192,0.755,9.155,6.474,0.944,78.959,0.68,0.24,0.6,0.05,0.05,0.85,0.875,18.375,3.031
4,1.45,10.917,5.782,8.664,0.74,8.475,5.993,0.938,69.647,0.687,0.278,0.567,0.067,0.067,0.844,0.92,21.16,3.253
4,1.452,12.176,6.289,9.076,0.536,10.911,7.715,0.897,46.838,0.64,0.328,0.532,0.045,0.045,0.638,0.575,28.736,3.79
4,1.361,8.818,3.907,6.5,0.753,7.412,5.241,0.938,64.76,0.66,0.328,0.516,0.078,0.078,0.828,0.762,12.19,2.469
4,1.355,7.685,3.393,6.03,0.558,13.215,9.344,0.908,56.586,0.636,0.303,0.532,0.067,0.067,0.675,0.694,52.083,5.103
4,1.343,16.75,6.793,7.418,0.739,8.552,6.047,0.938,69.751,0.59,0.266,0.582,0.051,0.051,0.861,0.905,17.19,2.932
4,1.309,18.333,7.007,9.268,0.745,5.528,3.909,0.927,46.945,0.6,0.212,0.697,0.0,0.0,0.848,1.0,7.0,1.871
4,1.319,22.6,8.783,9.951,0.761,8.09,5.721,0.942,72.668,0.611,0.261,0.565,0.072,0.072,0.884,0.944,16.056,2.833
4,1.364,12.692,5.451,7.164,0.685,8.797,6.22,0.926,59.035,0.679,0.33,0.411,0.071,0.071,0.741,0.865,27.676,3.72
5,1.515,16.111,8.57,11.25,0.568,11.843,8.374,0.907,53.632,0.634,0.279,0.565,0.058,0.058,0.681,0.766,45.208,4.754
