0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,1.298,8.667,3.107,5.519,0.563,8.112,5.736,0.892,39.416,0.62,0.318,0.496,0.078,0.078,0.651,0.78,24.976,3.534
4,1.498,13.056,7.177,9.156,0.611,13.238,9.361,0.92,64.936,0.668,0.274,0.513,0.057,0.057,0.742,0.709,43.267,4.651
5,1.486,8.282,5.176,8.733,0.598,10.739,7.593,0.911,53.782,0.619,0.34,0.475,0.085,0.085,0.68,0.662,29.779,3.859
5,1.75,8.0,8.18,9.098,1.0,2.828,2.0,1.0,43240.771,0.875,0.286,0.571,0.143,0.143,1.0,1.0,2.0,1.0
4,1.468,14.286,7.298,9.275,0.57,11.4,8.061,0.906,52.44,0.675,0.307,0.537,0.067,0.067,0.678,0.651,35.133,4.191
4,1.468,10.091,5.673,9.066,0.82,8.637,6.108,0.958,102.42,0.721,0.313,0.512,0.063,0.063,0.9,0.84,17.64,2.97
4,1.338,12.238,4.972,6.877,0.506,15.82,11.187,0.901,56.449,0.611,0.318,0.49,0.075,0.075,0.676,0.626,74.532,6.105
4,1.438,11.2,5.741,7.913,0.759,8.032,5.679,0.942,71.551,0.661,0.27,0.541,0.095,0.095,0.865,0.85,14.45,2.688
4,1.435,11.6,5.871,9.332,0.716,10.898,7.706,0.939,78.066,0.634,0.347,0.531,0.034,0.034,0.816,0.804,32.961,4.06
4,1.403,15.083,6.852,9.151,0.685,9.217,6.517,0.927,61.434,0.58,0.276,0.6,0.029,0.029,0.838,0.897,23.31,3.414
4,1.291,7.8,2.681,4.967,0.624,6.749,4.772,0.901,39.024,0.65,0.421,0.368,0.066,0.066,0.684,0.531,9.031,2.125
4,1.36,15.111,6.355,7.146,0.713,8.318,5.881,0.931,61.927,0.647,0.295,0.568,0.023,0.023,0.852,0.923,22.154,3.328
4,1.288,5.073,1.592,2.724,0.596,8.598,6.08,0.903,44.92,0.635,0.348,0.538,0.008,0.008,0.652,0.609,17.043,2.919
4,1.375,11.429,5.092,7.731,0.769,9.724,6.876,0.948,88.053,0.637,0.373,0.422,0.088,0.088,0.853,0.868,28.658,3.785
4,1.482,9.5,5.604,8.961,0.604,13.168,9.312,0.918,63.572,0.636,0.295,0.497,0.06,0.06,0.735,0.685,41.809,4.572
4,1.234,6.613,1.552,2.942,0.576,8.241,5.828,0.896,41.207,0.639,0.382,0.458,0.084,0.084,0.656,0.58,16.82,2.9
4,1.422,9.28,4.814,6.577,0.647,9.848,6.964,0.92,57.57,0.647,0.253,0.433,0.093,0.093,0.753,0.658,16.447,2.868
4,1.381,12.969,5.76,8.016,0.59,12.027,8.504,0.913,57.424,0.655,0.32,0.529,0.048,0.048,0.724,0.69,41.379,4.549
4,1.237,7.08,1.771,4.514,0.599,7.967,5.634,0.901,42.417,0.61,0.287,0.648,0.0,0.0,0.685,0.677,14.226,2.667
5,1.5,15.143,8.016,10.672,0.774,7.965,5.632,0.945,75.643,0.66,0.271,0.529,0.086,0.086,0.871,0.947,17.053,2.92
4,1.358,14.722,6.182,7.521,0.619,10.074,7.124,0.914,54.2,0.562,0.356,0.477,0.067,0.067,0.779,0.698,25.83,3.594
3,1.205,6.636,1.223,1.601,0.692,8.359,5.911,0.926,57.802,0.582,0.388,0.424,0.118,0.118,0.8,0.727,17.455,2.954
4,1.379,7.909,3.77,5.375,0.621,8.187,5.789,0.908,45.966,0.615,0.327,0.561,0.028,0.028,0.664,0.743,19.314,3.108
4,1.418,7.0,3.877,6.049,0.755,7.475,5.286,0.939,65.948,0.673,0.303,0.455,0.091,0.091,0.803,0.85,14.45,2.688
5,1.478,15.0,7.698,10.168,0.637,10.468,7.402,0.919,58.76,0.63,0.306,0.582,0.041,0.041,0.765,0.827,35.558,4.216
4,1.426,7.457,4.141,5.853,0.545,10.097,7.14,0.896,45.11,0.671,0.283,0.539,0.052,0.052,0.6,0.662,28.446,3.771
4,1.453,13.214,6.705,8.518,0.482,13.124,9.28,0.89,47.396,0.63,0.283,0.554,0.058,0.058,0.594,0.545,39.273,4.431
3,1.158,6.333,0.543,0.084,0.572,7.057,4.99,0.889,35.744,0.539,0.463,0.402,0.061,0.061,0.793,0.763,22.132,3.327
4,1.466,11.718,6.28,8.121,0.503,10.759,7.608,0.888,43.071,0.641,0.294,0.498,0.058,0.058,0.59,0.686,40.477,4.499
4,1.326,14.583,5.741,7.105,0.709,9.374,6.628,0.933,67.445,0.634,0.342,0.486,0.108,0.108,0.82,0.789,23.684,3.441
4,1.408,10.143,4.985,7.877,0.53,9.978,7.056,0.892,43.136,0.648,0.343,0.53,0.039,0.039,0.617,0.557,24.506,3.5
3,1.188,5.893,0.725,1.362,0.576,7.396,5.23,0.892,37.564,0.655,0.287,0.481,0.065,0.065,0.593,0.548,9.323,2.159
4,1.245,8.094,2.255,5.712,0.506,10.477,7.408,0.888,42.466,0.697,0.361,0.498,0.064,0.064,0.555,0.426,19.593,3.13
4,1.468,9.511,5.436,6.953,0.537,11.352,8.027,0.898,48.298,0.611,0.33,0.436,0.077,0.077,0.689,0.633,36.1,4.249
4,1.414,12.459,5.958,7.182,0.584,12.529,8.859,0.912,58.106,0.625,0.302,0.49,0.073,0.073,0.712,0.609,32.287,4.018
4,1.434,13.031,6.414,8.45,0.578,11.802,8.345,0.909,54.867,0.657,0.285,0.471,0.113,0.113,0.708,0.705,38.782,4.404
4,1.41,12.2,5.804,7.631,0.656,8.871,6.273,0.919,54.314,0.634,0.267,0.629,0.017,0.017,0.741,0.806,20.161,3.175
5,1.535,11.386,6.96,10.025,0.536,13.66,9.659,0.904,54.953,0.656,0.308,0.54,0.04,0.04,0.657,0.641,53.863,5.19
5,1.599,11.172,7.633,10.415,0.552,9.944,7.032,0.897,45.35,0.657,0.296,0.559,0.052,0.052,0.648,0.683,29.349,3.831
4,1.419,14.308,6.738,9.221,0.667,9.092,6.429,0.922,57.305,0.581,0.287,0.583,0.037,0.037,0.806,0.839,21.806,3.302
4,1.441,12.371,6.24,8.625,0.582,12.11,8.563,0.911,56.483,0.642,0.248,0.579,0.054,0.054,0.734,0.71,34.797,4.171
4,1.141,5.313,-0.052,1.211,0.6,5.532,3.912,0.885,30.263,0.612,0.308,0.596,0.058,0.058,0.654,0.563,5.063,1.591
4,1.381,12.308,5.509,7.254,0.731,9.25,6.54,0.938,72.455,0.65,0.288,0.5,0.087,0.087,0.865,0.833,20.833,3.227
4,1.473,13.367,7.008,8.437,0.499,12.777,9.035,0.893,48.258,0.637,0.293,0.513,0.084,0.084,0.638,0.623,47.344,4.865
4,1.35,13.049,5.424,6.776,0.475,10.981,7.765,0.881,41.161,0.607,0.228,0.489,0.142,0.142,0.578,0.622,28.595,3.781
4,1.254,6.455,1.719,3.454,0.606,8.839,6.25,0.906,47.096,0.596,0.315,0.496,0.087,0.087,0.724,0.7,19.6,3.13
4,1.254,7.6,2.176,3.8,0.548,8.278,5.854,0.889,38.788,0.623,0.366,0.43,0.056,0.056,0.655,0.673,23.558,3.432
4,1.308,13.765,5.209,6.516,0.573,8.76,6.194,0.898,43.031,0.615,0.347,0.5,0.083,0.083,0.681,0.66,21.78,3.3
4,1.418,13.75,6.507,8.233,0.573,13.432,9.498,0.912,59.374,0.631,0.329,0.519,0.055,0.055,0.732,0.684,53.368,5.166
4,1.372,8.222,3.802,4.541,0.689,8.384,5.929,0.926,57.464,0.662,0.327,0.5,0.082,0.082,0.765,0.719,16.531,2.875
4,1.402,15.244,6.894,8.855,0.558,13.96,9.871,0.909,58.835,0.622,0.28,0.632,0.051,0.051,0.72,0.716,55.817,5.283
4,1.325,8.318,3.291,6.682,0.549,10.506,7.429,0.898,46.928,0.664,0.284,0.58,0.049,0.049,0.671,0.739,37.696,4.341
4,1.364,10.556,4.624,6.183,0.587,12.801,9.052,0.914,59.595,0.613,0.323,0.45,0.113,0.113,0.725,0.702,46.34,4.814
4,1.294,11.333,4.101,7.519,0.912,5.316,3.759,0.974,127.659,0.676,0.304,0.652,0.043,0.043,0.957,1.0,7.0,1.871
4,1.345,12.688,5.227,6.798,0.704,10.037,7.097,0.934,70.298,0.601,0.279,0.525,0.107,0.107,0.828,0.824,23.059,3.395
4,1.543,11.103,6.953,8.776,0.615,11.034,7.802,0.916,57.509,0.63,0.33,0.473,0.054,0.054,0.773,0.806,43.522,4.665
4,1.498,13.854,7.492,8.942,0.556,13.259,9.376,0.908,56.497,0.641,0.242,0.607,0.038,0.038,0.681,0.739,48.011,4.9
4,1.388,8.174,3.98,7.47,0.739,10.138,7.168,0.942,80.634,0.617,0.328,0.569,0.026,0.026,0.862,0.895,30.421,3.9
4,1.405,11.533,5.483,7.905,0.607,11.29,7.983,0.915,57.26,0.682,0.28,0.564,0.042,0.042,0.72,0.636,26.727,3.656
4,1.436,12.045,6.051,8.221,0.525,12.076,8.539,0.897,49.081,0.64,0.313,0.525,0.065,0.065,0.646,0.651,44.915,4.739
4,1.421,9.371,4.829,6.73,0.567,10.27,7.262,0.902,48.14,0.631,0.261,0.609,0.019,0.019,0.657,0.611,20.167,3.175
4,1.454,9.963,5.447,7.034,0.632,10.365,7.329,0.918,57.476,0.602,0.296,0.451,0.068,0.068,0.747,0.708,24.083,3.47
4,1.367,11.837,5.154,7.614,0.474,18.083,12.787,0.897,57.219,0.659,0.252,0.585,0.061,0.061,0.594,0.562,76.43,6.182
4,1.123,5.579,-0.167,1.846,0.708,7.285,5.151,0.926,53.882,0.651,0.362,0.449,0.058,0.058,0.725,0.76,14.44,2.687
4,1.358,10.381,4.481,7.38,0.665,9.821,6.944,0.924,60.741,0.647,0.234,0.582,0.128,0.128,0.745,0.758,18.939,3.077
4,1.447,11.714,6.055,7.441,0.622,9.755,6.898,0.914,53.286,0.618,0.329,0.441,0.086,0.086,0.711,0.68,23.12,3.4
4,1.448,11.353,5.926,8.611,0.578,11.35,8.026,0.908,53.288,0.645,0.233,0.614,0.036,0.036,0.719,0.672,26.224,3.621
4,1.532,12.111,7.212,8.786,0.771,8.046,5.689,0.944,75.354,0.642,0.314,0.543,0.029,0.029,0.829,0.864,16.409,2.864
4,1.391,8.704,4.224,6.372,0.57,8.741,6.181,0.897,42.704,0.647,0.355,0.493,0.059,0.059,0.671,0.648,22.685,3.368
5,1.514,9.667,6.05,9.727,0.609,11.364,8.036,0.915,57.894,0.626,0.344,0.482,0.078,0.078,0.693,0.707,37.453,4.327
4,1.333,12.205,4.903,7.347,0.551,12.773,9.032,0.905,54.362,0.631,0.224,0.637,0.053,0.053,0.67,0.697,36.961,4.299
4,1.314,12.938,4.961,6.766,0.618,8.897,6.291,0.91,48.976,0.618,0.273,0.57,0.063,0.063,0.727,0.829,24.029,3.466
4,1.427,11.8,5.852,8.419,0.624,10.713,7.575,0.917,57.613,0.647,0.393,0.435,0.089,0.089,0.733,0.573,24.653,3.511
4,1.41,10.474,5.127,7.409,0.523,10.426,7.372,0.892,43.903,0.648,0.298,0.469,0.078,0.078,0.616,0.623,29.922,3.868
4,1.35,16.615,6.815,7.18,0.537,11.162,7.893,0.898,47.72,0.604,0.364,0.475,0.069,0.069,0.663,0.568,30.695,3.918
4,1.383,13.875,6.139,7.679,0.568,11.959,8.457,0.907,53.981,0.622,0.301,0.529,0.062,0.062,0.71,0.723,43.373,4.657
4,1.196,7.667,1.509,3.478,0.658,8.92,6.308,0.92,54.873,0.647,0.403,0.395,0.059,0.059,0.765,0.625,18.75,3.062
4,1.437,14.784,7.131,8.7,0.554,12.955,9.161,0.906,55.266,0.64,0.343,0.486,0.071,0.071,0.691,0.642,49.408,4.97
4,1.335,8.622,3.526,5.374,0.515,10.153,7.18,0.889,42.361,0.647,0.315,0.594,0.028,0.028,0.586,0.633,31.646,3.978
4,1.376,21.3,8.949,9.662,0.577,8.428,5.959,0.898,42.172,0.582,0.371,0.532,0.048,0.048,0.702,0.761,26.63,3.649
4,1.36,14.185,5.994,6.968,0.606,11.855,8.383,0.916,59.18,0.59,0.354,0.451,0.058,0.058,0.735,0.637,32.513,4.032
4,1.41,14.31,6.625,8.674,0.588,11.977,8.469,0.912,56.898,0.66,0.292,0.54,0.036,0.036,0.701,0.65,33.8,4.111
4,1.194,7.567,1.448,2.829,0.586,8.828,6.242,0.901,44.735,0.604,0.445,0.38,0.117,0.117,0.642,0.541,17.852,2.988
4,1.313,15.32,5.882,5.984,0.171,14.523,10.269,0.801,28.7,0.585,0.368,0.393,0.121,0.121,0.259,0.201,62.481,5.589
4,1.366,9.704,4.318,5.77,0.63,10.194,7.208,0.917,56.381,0.653,0.333,0.55,0.035,0.035,0.713,0.719,29.491,3.84
5,1.512,7.235,5.076,8.417,0.683,7.574,5.356,0.921,51.478,0.667,0.415,0.463,0.024,0.024,0.756,0.735,18.382,3.032
4,1.368,19.5,8.152,10.248,0.744,8.043,5.687,0.938,67.319,0.607,0.282,0.563,0.056,0.056,0.887,0.9,16.2,2.846
4,1.355,11.806,5.007,7.308,0.56,11.545,8.163,0.904,51.647,0.574,0.275,0.52,0.098,0.098,0.701,0.701,32.97,4.06
4,1.42,11.153,5.514,7.745,0.573,17.636,12.47,0.919,71.16,0.67,0.291,0.507,0.068,0.068,0.718,0.622,71.486,5.979
4,1.164,5.3,0.207,1.988,0.623,7.851,5.552,0.907,44.567,0.667,0.396,0.406,0.038,0.038,0.689,0.69,20.024,3.164
4,1.441,12.7,6.366,8.451,0.756,8.519,6.024,0.942,74.447,0.661,0.274,0.512,0.107,0.107,0.869,0.87,17.391,2.949
4,1.461,12.432,6.495,7.485,0.525,12.271,8.677,0.898,49.661,0.642,0.268,0.504,0.077,0.077,0.655,0.628,37.032,4.303
4,1.42,10.556,5.28,7.982,0.622,17.158,12.132,0.929,79.993,0.62,0.225,0.633,0.036,0.036,0.792,0.821,71.406,5.975
4,1.327,10.136,4.026,6.415,0.567,11.98,8.471,0.907,54.007,0.617,0.313,0.498,0.084,0.084,0.702,0.663,37.779,4.346
4,1.338,12.238,4.972,6.877,0.506,15.82,11.187,0.901,56.449,0.611,0.318,0.49,0.075,0.075,0.676,0.626,74.532,6.105
5,1.503,19.75,9.85,10.954,0.598,10.632,7.518,0.911,53.456,0.661,0.268,0.603,0.024,0.024,0.689,0.696,27.161,3.685
5,1.471,12.462,6.624,9.923,0.537,13.671,9.667,0.904,55.089,0.657,0.305,0.477,0.063,0.063,0.667,0.669,58.223,5.396
4,1.253,13.167,4.332,5.596,0.557,9.901,7.001,0.898,45.679,0.604,0.34,0.471,0.073,0.073,0.67,0.631,25.862,3.596
4,1.453,13.048,6.639,9.078,0.628,10.391,7.347,0.917,56.905,0.642,0.29,0.506,0.091,0.091,0.727,0.686,24.02,3.466
5,1.5,15.143,8.016,10.672,0.774,7.965,5.632,0.945,75.643,0.66,0.271,0.529,0.086,0.086,0.871,0.947,17.053,2.92
4,1.412,12.263,5.854,8.345,0.622,9.499,6.717,0.913,52.219,0.674,0.236,0.643,0.045,0.045,0.701,0.784,22.73,3.371
4,1.521,9.649,6.121,8.235,0.543,10.268,7.26,0.896,45.501,0.655,0.372,0.487,0.051,0.051,0.628,0.667,38.667,4.397
4,1.329,9.744,3.892,6.14,0.566,11.029,7.799,0.904,50.645,0.616,0.346,0.457,0.077,0.077,0.697,0.691,38.716,4.4
4,1.392,11.118,5.166,7.031,0.585,11.367,8.038,0.91,54.292,0.643,0.395,0.449,0.062,0.062,0.691,0.646,40.042,4.474
4,1.539,8.727,5.975,7.313,0.536,10.512,7.433,0.895,45.581,0.628,0.257,0.548,0.037,0.037,0.622,0.742,34.129,4.131
4,1.554,7.39,5.635,8.021,0.495,8.617,6.093,0.877,35.708,0.65,0.239,0.619,0.02,0.02,0.548,0.553,14.383,2.682
4,1.474,8.818,5.245,8.168,0.773,7.615,5.385,0.944,72.469,0.701,0.294,0.574,0.044,0.044,0.794,0.7,9.8,2.214
4,1.413,9.889,4.939,6.724,0.57,10.759,7.608,0.904,50.256,0.64,0.325,0.461,0.083,0.083,0.671,0.581,24.986,3.535
4,1.31,8.852,3.316,5.371,0.582,8.991,6.358,0.901,44.925,0.64,0.294,0.562,0.065,0.065,0.627,0.644,18.689,3.057
4,1.395,9.563,4.605,6.288,0.595,10.404,7.357,0.909,52.122,0.641,0.383,0.464,0.071,0.071,0.673,0.587,25.813,3.593
4,1.257,5.76,1.488,3.9,0.625,7.5,5.303,0.905,43.081,0.653,0.362,0.372,0.096,0.096,0.755,0.824,23.059,3.395
4,1.363,13.848,5.897,7.032,0.516,11.04,7.806,0.892,45.174,0.624,0.309,0.463,0.102,0.102,0.642,0.602,31.92,3.995
4,1.328,12.857,5.092,6.563,0.53,12.307,8.703,0.899,50.333,0.63,0.309,0.509,0.091,0.091,0.665,0.686,49.371,4.968
4,1.442,15.333,7.406,8.552,0.725,8.513,6.019,0.935,65.845,0.638,0.284,0.58,0.057,0.057,0.818,0.72,12.96,2.546
4,1.381,16.8,7.257,9.674,0.81,7.419,5.246,0.952,84.257,0.619,0.288,0.577,0.038,0.038,0.904,1.0,15.0,2.739
4,1.354,18.222,7.49,8.23,0.726,9.292,6.571,0.937,71.21,0.652,0.318,0.542,0.028,0.028,0.85,0.794,21.441,3.274
4,1.355,9.853,4.244,7.347,0.633,11.583,8.19,0.921,62.711,0.642,0.312,0.502,0.079,0.079,0.753,0.791,41.925,4.579
4,1.303,12.0,4.466,6.547,0.765,8.791,6.216,0.945,79.57,0.674,0.337,0.472,0.056,0.056,0.809,0.833,20.833,3.227
5,1.488,20.5,9.961,10.656,0.805,8.927,6.312,0.955,97.276,0.65,0.338,0.588,0.037,0.037,0.875,0.926,23.148,3.402
4,1.397,23.222,9.953,8.262,0.617,8.923,6.31,0.91,48.947,0.632,0.326,0.439,0.061,0.061,0.705,0.698,20.93,3.235
4,1.325,14.325,5.627,7.619,0.513,12.282,8.685,0.895,48.408,0.647,0.313,0.509,0.038,0.038,0.62,0.638,47.207,4.858
4,1.41,12.769,6.024,6.824,0.705,9.081,6.421,0.932,64.83,0.608,0.297,0.554,0.059,0.059,0.832,0.8,19.2,3.098
4,1.414,5.067,3.077,3.835,0.638,7.868,5.563,0.911,46.593,0.658,0.31,0.6,0.02,0.02,0.7,0.613,11.645,2.413
4,1.186,6.515,0.946,3.171,0.558,8.184,5.787,0.891,39.304,0.647,0.41,0.432,0.043,0.043,0.647,0.614,21.491,3.278
4,1.466,10.235,5.695,8.021,0.511,9.542,6.747,0.885,40.051,0.704,0.278,0.555,0.045,0.045,0.531,0.662,29.779,3.859
4,1.255,9.483,2.912,5.265,0.545,9.045,6.396,0.892,41.421,0.644,0.311,0.469,0.079,0.079,0.599,0.582,18.618,3.051
4,1.293,6.28,2.117,4.295,0.599,7.502,5.305,0.899,40.241,0.669,0.343,0.448,0.095,0.095,0.657,0.611,13.444,2.593
4,1.324,10.219,4.02,6.558,0.587,10.618,7.508,0.908,51.912,0.651,0.315,0.474,0.08,0.08,0.728,0.701,32.97,4.06
4,1.298,4.96,1.665,3.162,0.653,7.274,5.144,0.912,45.349,0.702,0.322,0.46,0.069,0.069,0.655,0.536,8.036,2.004
4,1.314,8.235,3.13,6.114,0.75,8.874,6.275,0.942,75.289,0.671,0.457,0.426,0.053,0.053,0.84,0.884,33.581,4.098
4,1.482,11.36,6.333,8.433,0.599,10.088,7.133,0.909,51.398,0.623,0.305,0.497,0.102,0.102,0.695,0.63,21.407,3.272
4,1.378,7.255,3.504,7.006,0.534,9.856,6.969,0.892,43.132,0.663,0.261,0.615,0.04,0.04,0.611,0.593,20.763,3.222
4,1.363,9.821,4.323,5.997,0.53,10.373,7.335,0.893,44.469,0.632,0.298,0.545,0.029,0.029,0.628,0.722,37.556,4.333
4,1.306,10.956,4.097,6.15,0.568,12.611,8.917,0.909,56.125,0.657,0.296,0.488,0.083,0.083,0.691,0.771,57.042,5.34
4,1.367,11.056,4.85,6.142,0.593,8.365,5.915,0.901,43.549,0.613,0.262,0.566,0.033,0.033,0.68,0.531,9.031,2.125
4,1.414,10.125,5.049,8.183,0.601,14.321,10.126,0.92,66.888,0.649,0.266,0.519,0.076,0.076,0.742,0.684,45.806,4.786
4,1.395,14.333,6.465,6.92,0.837,5.49,3.882,0.953,72.273,0.628,0.296,0.63,0.0,0.0,0.926,0.875,6.125,1.75
4,1.44,9.096,4.947,8.185,0.586,12.736,9.006,0.913,59.112,0.683,0.279,0.604,0.028,0.028,0.697,0.678,41.344,4.547
5,1.5,12.167,6.855,10.174,0.539,13.035,9.217,0.903,53.605,0.682,0.314,0.462,0.083,0.083,0.643,0.624,48.672,4.933
4,1.527,12.789,7.414,9.189,0.646,10.072,7.122,0.92,58.527,0.638,0.265,0.548,0.058,0.058,0.735,0.854,29.878,3.865
4,1.398,8.944,4.389,6.78,0.683,8.669,6.13,0.925,58.002,0.72,0.259,0.56,0.086,0.086,0.759,0.733,16.133,2.84
4,1.305,5.964,2.14,2.994,0.713,9.208,6.511,0.934,67.4,0.599,0.44,0.34,0.09,0.09,0.85,0.75,24.75,3.518
5,1.522,10.627,6.516,10.293,0.522,12.156,8.596,0.897,49.046,0.67,0.325,0.504,0.039,0.039,0.634,0.576,39.186,4.426
4,1.439,9.474,5.084,8.697,0.706,9.466,6.693,0.933,67.283,0.633,0.246,0.658,0.044,0.044,0.816,0.893,22.321,3.341
4,1.519,11.0,6.621,8.275,0.658,8.995,6.36,0.92,55.278,0.642,0.3,0.542,0.058,0.058,0.717,0.806,23.361,3.418
4,1.352,14.766,6.117,7.539,0.621,16.361,11.569,0.927,77.247,0.622,0.294,0.546,0.03,0.03,0.817,0.764,74.087,6.086
5,1.477,10.157,5.798,9.412,0.552,12.566,8.886,0.905,53.857,0.668,0.315,0.494,0.061,0.061,0.671,0.661,47.56,4.876
4,1.397,10.077,4.824,7.246,0.817,9.349,6.61,0.958,107.899,0.618,0.358,0.457,0.086,0.086,0.914,0.862,21.552,3.283
4,1.426,9.308,4.862,7.836,0.599,13.182,9.321,0.917,62.763,0.688,0.255,0.574,0.072,0.072,0.703,0.635,34.306,4.142
4,1.304,8.438,3.084,5.451,0.741,8.607,6.086,0.939,70.667,0.681,0.402,0.424,0.065,0.065,0.761,0.784,22.73,3.371
4,1.354,9.722,4.182,6.361,0.554,10.37,7.333,0.899,47.028,0.569,0.271,0.487,0.101,0.101,0.683,0.685,25.352,3.56
5,1.605,10.3,7.368,9.587,0.56,9.842,6.959,0.899,45.783,0.641,0.278,0.561,0.066,0.066,0.652,0.836,38.473,4.386
4,1.277,16.545,5.926,6.029,0.458,10.699,7.565,0.876,39.027,0.571,0.407,0.404,0.099,0.099,0.593,0.63,50.394,5.02
4,1.312,7.917,2.974,5.859,0.491,10.691,7.56,0.884,41.717,0.674,0.281,0.525,0.053,0.053,0.584,0.533,25.6,3.578
4,1.386,7.059,3.519,5.659,0.583,11.068,7.826,0.908,53.046,0.669,0.34,0.448,0.046,0.046,0.672,0.61,30.488,3.904
4,1.513,8.051,5.4,7.037,0.548,9.707,6.864,0.895,44.022,0.682,0.234,0.509,0.037,0.037,0.584,0.58,16.82,2.9
4,1.425,13.722,6.578,9.197,0.615,9.672,6.839,0.912,51.986,0.628,0.323,0.51,0.065,0.065,0.761,0.78,30.42,3.9
4,1.415,11.75,5.688,7.889,0.534,12.674,8.962,0.901,51.869,0.652,0.326,0.489,0.087,0.087,0.647,0.558,37.408,4.325
5,1.5,13.086,7.213,10.228,0.55,11.775,8.326,0.902,51.176,0.648,0.276,0.492,0.131,0.131,0.643,0.695,39.622,4.451
4,1.323,8.061,3.169,5.218,0.677,11.037,7.804,0.93,69.05,0.632,0.292,0.5,0.101,0.101,0.774,0.735,26.449,3.637
4,1.46,11.641,6.182,8.476,0.573,12.202,8.628,0.909,55.472,0.621,0.312,0.539,0.067,0.067,0.716,0.716,45.102,4.749
4,1.27,8.021,2.526,5.207,0.496,9.734,6.883,0.882,39.355,0.649,0.316,0.496,0.056,0.056,0.572,0.557,24.506,3.5
4,1.44,9.096,4.947,8.185,0.586,12.736,9.006,0.913,59.112,0.683,0.279,0.604,0.028,0.028,0.697,0.678,41.344,4.547
4,1.412,10.51,5.174,7.088,0.527,16.748,11.843,0.907,61.55,0.605,0.33,0.498,0.089,0.089,0.723,0.622,77.736,6.234
4,1.324,4.581,1.819,3.084,0.634,7.553,5.341,0.908,44.402,0.746,0.34,0.491,0.066,0.066,0.651,0.639,14.694,2.711
4,1.396,16.545,7.331,7.797,0.615,8.302,5.87,0.907,45.858,0.687,0.264,0.496,0.072,0.072,0.608,0.667,14.667,2.708
4,1.371,9.877,4.443,6.834,0.57,13.529,9.566,0.911,59.287,0.655,0.306,0.537,0.073,0.073,0.699,0.69,53.841,5.188
4,1.5,13.455,7.357,9.108,0.757,9.206,6.51,0.944,79.882,0.649,0.25,0.5,0.021,0.021,0.813,0.75,13.5,2.598
4,1.348,13.2,5.47,8.251,0.705,8.095,5.724,0.928,58.665,0.659,0.241,0.586,0.08,0.08,0.782,0.857,15.429,2.777
4,1.412,11.269,5.465,7.936,0.49,13.466,9.522,0.892,49.031,0.637,0.335,0.497,0.067,0.067,0.632,0.652,68.478,5.851
4,1.395,10.453,4.951,7.757,0.54,12.703,8.983,0.902,52.69,0.67,0.318,0.485,0.062,0.062,0.639,0.712,59.797,5.468
4,1.373,14.684,6.335,7.624,0.559,9.339,6.604,0.897,43.865,0.624,0.305,0.506,0.04,0.04,0.69,0.642,21.811,3.302
4,1.415,12.273,5.891,8.903,0.756,8.779,6.208,0.943,76.312,0.63,0.388,0.494,0.059,0.059,0.859,0.879,25.485,3.57
4,1.251,7.979,2.28,4.715,0.563,10.896,7.705,0.903,49.807,0.651,0.311,0.496,0.09,0.09,0.623,0.487,18.013,3.001
4,1.438,10.682,5.548,8.332,0.643,9.85,6.965,0.919,56.913,0.655,0.305,0.513,0.065,0.065,0.721,0.681,21.787,3.301
4,1.321,9.0,3.508,6.538,0.852,7.667,5.421,0.964,111.808,0.667,0.278,0.648,0.0,0.0,0.907,1.0,15.0,2.739
4,1.492,14.917,7.829,8.682,0.743,9.941,7.029,0.943,80.514,0.687,0.244,0.634,0.008,0.008,0.854,0.967,28.033,3.744
4,1.302,8.308,3.019,5.954,0.574,10.333,7.307,0.904,49.205,0.614,0.296,0.503,0.075,0.075,0.714,0.712,29.898,3.866
